Picture name,gt_rad,pred_rad,gt_angle,pred_angle
set00_img248.png,2.211981,2.2065953761339188,355.9423402719766,352.15540417215016
set17_img168.png,5.494212,5.778004288673401,264.8019051831612,266.01534467744716
set27_img241.png,0.296336,0.19195627570152282,345.44102828224345,343.0893897525226
set21_img5.png,1.346837,0.7288600265979767,17.339349790545036,10.003272529870992
set08_img164.png,3.187708,3.4429638147354122,252.6749883989412,272.5560087358361
set14_img209.png,1.286034,0.4558221101760864,307.3196361013851,319.1732302629132
set21_img112.png,3.681501,5.2279614239931105,151.34956387063306,140.06290442599644
set27_img112.png,3.535358,3.5711385369300843,169.64345848307707,177.1057124035374
set00_img133.png,4.756562,4.7074144005775445,193.44661777381185,192.2114687511558
set15_img203.png,2.1102730000000003,1.2684730410575866,305.39297917051795,316.89746373820185
set28_img72.png,4.596058,4.9224334180355065,100.0180451341952,105.89467244900781
set03_img69.png,2.118132,2.2090190291404723,92.68810289814908,84.42472292383002
set28_img32.png,5.341172,5.440501414239407,41.23555095278597,40.80627368468609
set21_img36.png,2.717065,2.9248786926269528,52.09572245242779,37.831536688544894
set29_img62.png,5.216233,5.833356285095215,89.43109394496479,78.29139240996753
set11_img54.png,4.861946,5.765338253974915,76.5216991277666,76.8192478010419
set15_img97.png,2.916907,2.9919204711914062,161.80217204135732,152.24579079876585
set00_img245.png,0.8186549999999999,0.0,353.14580071107554,348.23539622627976
set02_img5.png,5.495095,4.297119659185409,8.444231873819463,8.791108292425182
set06_img105.png,3.641965,3.499419522285461,152.59245279690373,153.1993970641278
set25_img189.png,5.054241,5.467546892166137,281.71829947739707,291.2396855635838
set00_img32.png,0.373303,0.0,54.39636222879765,34.51713347301774
set11_img220.png,4.241177,4.6629435360431675,321.84012486935904,325.21011116948074
set03_img49.png,4.315944,5.655508732795715,63.8566193012859,62.8013433465965
set19_img71.png,0.515486,0.19779487252235411,104.74875550908028,94.14478744466076
set08_img138.png,3.503759,2.8849299877882,208.1986406202631,219.23295252967787
set20_img65.png,4.258578,5.076189476251602,90.68977003573092,80.64138505267063
set17_img65.png,4.343204,5.278167164325715,94.11921315837417,95.43934196692764
set19_img23.png,2.301606,2.40281201004982,38.3835066784394,37.69022716942109
set12_img13.png,3.194944,0.9808801889419556,17.683239861323468,11.633926043654276
set19_img180.png,1.264213,0.992590194940567,255.18458553942065,278.0279033166944
set28_img46.png,2.935966,3.384492346644401,62.90005388642662,64.03374324744016
set20_img48.png,0.500588,0.0,69.55202593510099,52.82978771988775
set13_img177.png,5.775226,5.866564536094666,254.7066010565233,266.22318950359437
set07_img9.png,5.1769750000000005,5.264423257112504,20.50628771568672,23.067267994945382
set10_img237.png,3.4558280000000003,4.1139613509178155,348.2396773018589,349.40465530715
set16_img205.png,4.447601,5.349154686927795,291.5003739372684,294.85680454067955
set04_img85.png,1.078396,0.6370602607727051,125.62174182863713,103.05809352185061
set07_img2.png,0.1929439999999999,0.17599310874938964,2.979879466328281,9.943223066503355
set14_img165.png,5.987098,5.868406426906586,239.2416613787188,239.2961516392417
set05_img195.png,2.29055,2.7223160237073896,295.9847545153494,306.8353932301607
set17_img225.png,5.564321,5.76480610370636,334.08501417925834,336.7649918838344
set20_img172.png,2.307106,1.7298622727394104,252.4068193990433,252.304623160072
set25_img23.png,1.456514,0.1202881246805191,30.43574846367875,28.829813486102413
set19_img211.png,0.7299910000000001,0.40589128732681273,304.08597231356345,302.90458215086744
set12_img226.png,0.7088139999999999,0.2035825967788696,323.46502223285614,330.1385364181924
set00_img136.png,2.339589,2.6800756976008415,196.99764506159613,195.3555276121778
set17_img91.png,3.983683,4.585885119438171,138.12981660882818,143.99361682700467
set16_img247.png,2.85182,1.0467810988426207,357.85321101237645,353.88657586574993
set22_img11.png,2.011625,0.665325504541397,16.28010306223431,10.882682390165334
set21_img210.png,2.356897,1.633822739124298,310.34623632249753,325.1166846501601
set16_img151.png,5.4572020000000006,5.735783100128174,215.0261556500969,223.4004649998039
set09_img216.png,1.410809,0.7198143750429152,310.3180251984681,323.25039048353216
set23_img210.png,1.742886,2.7955069541931152,303.01516432827094,297.532278759566
set20_img9.png,4.576295,4.123456156253814,11.11822280972292,12.602794537823963
set08_img11.png,2.8077050000000003,3.4981959477066993,18.034285945779967,10.96366140844324
set12_img116.png,3.669803,2.5624645471572873,159.88813874581564,158.01182848031468
set14_img65.png,3.817174,4.348140200972557,101.71454766895567,93.31716937153614
set16_img81.png,1.279223,0.4246073842048645,116.36189519423684,104.24778054686836
set08_img112.png,2.530067,2.4880508333444595,173.09106178951586,172.4134358533838
set29_img51.png,4.960301,5.7924083232879635,75.81932941809762,63.239861829948765
set08_img171.png,5.043387,5.527675437927246,259.4172040505461,273.11037519542776
set18_img21.png,1.221384,0.2349345266819,32.8558132710345,25.72388119458276
set27_img211.png,5.98196,5.735233640670776,318.5710615717145,325.009499391178
set14_img179.png,4.470814,4.425378566980362,262.2424872424513,271.44458327979396
set16_img188.png,1.543209,0.13717517852783204,268.865066670827,282.01228764061716
set20_img110.png,1.585183,0.28117493391036985,163.41417733880198,173.36728650352646
set15_img143.png,1.430635,0.3515522003173828,220.50446043933627,222.2128923771216
set27_img65.png,4.343204,5.188533747196197,94.11921315837417,92.99710743396564
set04_img49.png,0.326734,0.0,72.45653062624018,22.419639505225785
set06_img64.png,3.4930090000000003,4.399954435229301,95.59798737650569,79.89010158052113
set08_img113.png,3.255205,2.4522067040205004,175.1393637909377,175.1350369543266
set04_img230.png,3.317342,3.407976400852203,335.59091628741174,338.13454775815944
set09_img167.png,2.191257,2.802379238605499,241.6337934049421,245.0976999286727
set28_img241.png,3.3480670000000003,5.19100956916809,349.2261810793167,348.32805059069483
set15_img206.png,2.4459,2.3318024575710297,311.4463742465058,322.8269402898292
set22_img85.png,1.454002,1.7166543334722517,125.53838855885505,113.7888663851099
set24_img86.png,0.8637859999999999,0.0,127.3875052205464,119.08386202029263
set11_img183.png,2.6047990000000003,1.9563342332839966,265.5469245532967,267.14826994514067
set14_img76.png,5.253017,5.749135208129883,117.40123089432169,122.51285927132632
set27_img111.png,2.928928,2.74615635573864,167.96821846938968,173.2952749697119
set21_img12.png,0.129634,0.10521127581596375,24.343189201379428,38.99998429452066
